,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report,Player
3835,2024-01-20,Sat,Premier League,Matchweek 21,Away,L 0–5,Crystal Palace,Arsenal,Y,CM,67,1,0,1,0,0,0,3,0.0,3,0,0,0,1,2,0,0,Match Report,Will Hughes
3836,2024-01-30,Tue,Premier League,Matchweek 22,Home,W 3–2,Crystal Palace,Sheffield Utd,Y,CM,90,5,3,3,2,0,2,2,100.0,0,2,0,2,2,7,1,0,Match Report,Will Hughes
3837,2024-02-03,Sat,Premier League,Matchweek 23,Away,L 1–4,Crystal Palace,Brighton,Y,LM,79,1,1,0,1,0,0,0,,0,0,0,0,3,4,1,0,Match Report,Will Hughes
3838,2024-02-12,Mon,Premier League,Matchweek 24,Home,L 1–3,Crystal Palace,Chelsea,Y,CM,78,3,3,1,1,1,1,1,100.0,0,1,1,0,0,3,1,0,Match Report,Will Hughes
3839,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 2–2,Tottenham,Brentford,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Pierre Højbjerg
3840,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 2–0,Tottenham,Manchester Utd,N,DM,15,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,Match Report,Pierre Højbjerg
3841,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 2–0,Tottenham,Bournemouth,N,DM,31,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,1,0,Match Report,Pierre Højbjerg
3842,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 5–2,Tottenham,Burnley,N,"DM,RM",23,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Match Report,Pierre Højbjerg
3843,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 2–1,Tottenham,Sheffield Utd,N,CB,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Pierre Højbjerg
3844,2023-09-24,Sun,Premier League,Matchweek 6,Away,D 2–2,Tottenham,Arsenal,N,LM,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Pierre Højbjerg
3845,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–1,Tottenham,Liverpool,N,DM,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Pierre Højbjerg
3846,2023-10-07,Sat,Premier League,Matchweek 8,Away,W 1–0,Tottenham,Luton Town,N,"DM,CM",45,1,1,1,0,0,0,1,0.0,1,1,1,0,1,2,1,0,Match Report,Pierre Højbjerg
3847,2023-10-23,Mon,Premier League,Matchweek 9,Home,W 2–0,Tottenham,Fulham,Y,DM,90,1,0,1,0,0,0,1,0.0,1,0,0,0,2,3,0,0,Match Report,Pierre Højbjerg
3848,2023-10-27,Fri,Premier League,Matchweek 10,Away,W 2–1,Tottenham,Crystal Palace,N,DM,27,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,Match Report,Pierre Højbjerg
3849,2023-11-06,Mon,Premier League,Matchweek 11,Home,L 1–4,Tottenham,Chelsea,N,"CB,LM",46,1,0,0,0,1,0,3,0.0,3,3,1,2,0,1,5,0,Match Report,Pierre Højbjerg
3850,2023-11-11,Sat,Premier League,Matchweek 12,Away,L 1–2,Tottenham,Wolves,Y,RM,90,1,0,0,1,0,0,3,0.0,3,1,0,1,2,3,2,0,Match Report,Pierre Højbjerg
3851,2023-11-26,Sun,Premier League,Matchweek 13,Home,L 1–2,Tottenham,Aston Villa,N,"DM,CM",59,4,3,1,3,0,2,2,100.0,0,1,0,1,0,4,0,0,Match Report,Pierre Højbjerg
3852,2023-12-03,Sun,Premier League,Matchweek 14,Away,D 3–3,Tottenham,Manchester City,N,DM,45,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,Match Report,Pierre Højbjerg
3853,2023-12-07,Thu,Premier League,Matchweek 15,Home,L 1–2,Tottenham,West Ham,Y,DM,66,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,Match Report,Pierre Højbjerg
3854,2023-12-10,Sun,Premier League,Matchweek 16,Home,W 4–1,Tottenham,Newcastle Utd,N,DM,18,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,1,Match Report,Pierre Højbjerg
3855,2023-12-15,Fri,Premier League,Matchweek 17,Away,W 2–0,Tottenham,Nott'ham Forest,N,FW,19,1,0,0,1,0,0,0,,0,0,0,0,0,1,3,0,Match Report,Pierre Højbjerg
3856,2023-12-23,Sat,Premier League,Matchweek 18,Home,W 2–1,Tottenham,Everton,N,DM,28,1,1,0,0,1,1,2,50.0,1,0,0,0,1,2,0,0,Match Report,Pierre Højbjerg
3857,2023-12-28,Thu,Premier League,Matchweek 19,Away,L 2–4,Tottenham,Brighton,Y,DM,90,3,2,1,2,0,0,1,0.0,1,2,0,2,2,5,2,0,Match Report,Pierre Højbjerg
3858,2023-12-31,Sun,Premier League,Matchweek 20,Home,W 3–1,Tottenham,Bournemouth,N,"DM,CM",33,2,2,1,1,0,2,2,100.0,0,0,0,0,0,2,1,0,Match Report,Pierre Højbjerg
3859,2024-01-14,Sun,Premier League,Matchweek 21,Away,D 2–2,Tottenham,Manchester Utd,Y,"LM,CM",90,2,1,0,2,0,1,4,25.0,3,1,0,1,0,2,1,0,Match Report,Pierre Højbjerg
3860,2024-01-31,Wed,Premier League,Matchweek 22,Home,W 3–2,Tottenham,Brentford,N,DM,45,2,1,0,2,0,2,2,100.0,0,0,0,0,1,3,2,0,Match Report,Pierre Højbjerg
3861,2024-02-03,Sat,Premier League,Matchweek 23,Away,D 2–2,Tottenham,Everton,Y,"DM,LM",88,3,2,2,1,0,1,3,33.3,2,1,1,0,1,4,4,0,Match Report,Pierre Højbjerg
3862,2024-02-10,Sat,Premier League,Matchweek 24,Home,W 2–1,Tottenham,Brighton,N,DM,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Pierre Højbjerg
3863,2024-02-17,Sat,Premier League,Matchweek 25,Home,L 1–2,Tottenham,Wolves,N,CM,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Pierre Højbjerg
3864,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,N,FW,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,Rasmus Højlund
3865,2023-09-16,Sat,Premier League,Matchweek 5,Home,L 1–3,Manchester Utd,Brighton,Y,FW,63.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,Rasmus Højlund
3866,2023-09-23,Sat,Premier League,Matchweek 6,Away,W 1–0,Manchester Utd,Burnley,Y,FW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Match Report,Rasmus Højlund
3867,2023-09-30,Sat,Premier League,Matchweek 7,Home,L 0–1,Manchester Utd,Crystal Palace,Y,FW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Match Report,Rasmus Højlund
3868,2023-10-07,Sat,Premier League,Matchweek 8,Home,W 2–1,Manchester Utd,Brentford,Y,FW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,Rasmus Højlund
3869,2023-10-21,Sat,Premier League,Matchweek 9,Away,W 2–1,Manchester Utd,Sheffield Utd,Y,FW,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,Rasmus Højlund
3870,2023-10-29,Sun,Premier League,Matchweek 10,Home,L 0–3,Manchester Utd,Manchester City,Y,FW,72.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Match Report,Rasmus Højlund
3871,2023-11-04,Sat,Premier League,Matchweek 11,Away,W 1–0,Manchester Utd,Fulham,Y,FW,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Match Report,Rasmus Højlund
3872,2023-11-11,Sat,Premier League,Matchweek 12,Home,W 1–0,Manchester Utd,Luton Town,Y,FW,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Match Report,Rasmus Højlund
3873,2023-12-02,Sat,Premier League,Matchweek 14,Away,L 0–1,Manchester Utd,Newcastle Utd,N,FW,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,Rasmus Højlund
3874,2023-12-06,Wed,Premier League,Matchweek 15,Home,W 2–1,Manchester Utd,Chelsea,Y,FW,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Match Report,Rasmus Højlund
3875,2023-12-09,Sat,Premier League,Matchweek 16,Home,L 0–3,Manchester Utd,Bournemouth,N,FW,35.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Match Report,Rasmus Højlund
3876,2023-12-17,Sun,Premier League,Matchweek 17,Away,D 0–0,Manchester Utd,Liverpool,Y,FW,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Match Report,Rasmus Højlund
3877,2023-12-23,Sat,Premier League,Matchweek 18,Away,L 0–2,Manchester Utd,West Ham,Y,FW,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,Rasmus Højlund
3878,2023-12-26,Tue,Premier League,Matchweek 19,Home,W 3–2,Manchester Utd,Aston Villa,Y,FW,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Match Report,Rasmus Højlund
3879,2024-01-14,Sun,Premier League,Matchweek 21,Home,D 2–2,Manchester Utd,Tottenham,Y,FW,90.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,Rasmus Højlund
3880,2024-02-01,Thu,Premier League,Matchweek 22,Away,W 4–3,Manchester Utd,Wolves,Y,FW,85.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Match Report,Rasmus Højlund
3881,2024-02-04,Sun,Premier League,Matchweek 23,Home,W 3–0,Manchester Utd,West Ham,Y,FW,87.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,Rasmus Højlund
3882,2024-02-11,Sun,Premier League,Matchweek 24,Away,W 2–1,Manchester Utd,Aston Villa,Y,FW,89.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Match Report,Rasmus Højlund
3883,2024-02-18,Sun,Premier League,Matchweek 25,Away,W 2–1,Manchester Utd,Luton Town,Y,FW,85.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Match Report,Rasmus Højlund
3884,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Igor
3885,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Igor
3886,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Igor
3887,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 3–1,Brighton,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Igor
3888,2023-09-16,Sat,Premier League,Matchweek 5,Away,W 3–1,Brighton,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Igor
3889,2023-09-24,Sun,Premier League,Matchweek 6,Home,W 3–1,Brighton,Bournemouth,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Igor
3890,2023-09-30,Sat,Premier League,Matchweek 7,Away,L 1–6,Brighton,Aston Villa,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Igor
3891,2023-10-08,Sun,Premier League,Matchweek 8,Home,D 2–2,Brighton,Liverpool,Y,CB,62,0,0,0,0,0,0,0,,0,2,1,1,1,1,2,0,Match Report,Igor
3892,2023-10-21,Sat,Premier League,Matchweek 9,Away,L 1–2,Brighton,Manchester City,Y,"CB,LB",90,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,Match Report,Igor
3893,2023-10-29,Sun,Premier League,Matchweek 10,Home,D 1–1,Brighton,Fulham,Y,CB,90,2,2,0,2,0,0,1,0.0,1,0,0,0,1,3,2,0,Match Report,Igor
3894,2023-11-04,Sat,Premier League,Matchweek 11,Away,D 1–1,Brighton,Everton,N,RM,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Igor
3895,2023-11-12,Sun,Premier League,Matchweek 12,Home,D 1–1,Brighton,Sheffield Utd,Y,LB,90,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,2,0,Match Report,Igor
3896,2023-12-03,Sun,Premier League,Matchweek 14,Away,L 2–3,Brighton,Chelsea,Y,CB,83,3,0,0,3,0,2,3,66.7,1,2,1,1,1,4,1,0,Match Report,Igor
3897,2023-12-06,Wed,Premier League,Matchweek 15,Home,W 2–1,Brighton,Brentford,Y,CB,90,2,2,0,1,1,0,0,,0,3,1,2,1,3,2,0,Match Report,Igor
3898,2023-12-09,Sat,Premier League,Matchweek 16,Home,D 1–1,Brighton,Burnley,N,"DM,CB",32,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Match Report,Igor
3899,2023-12-17,Sun,Premier League,Matchweek 17,Away,L 0–2,Brighton,Arsenal,N,LB,31,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,Match Report,Igor
3900,2023-12-21,Thu,Premier League,Matchweek 18,Away,D 1–1,Brighton,Crystal Palace,Y,LB,90,1,1,0,0,1,1,2,50.0,1,2,1,1,0,1,4,0,Match Report,Igor
3901,2023-12-28,Thu,Premier League,Matchweek 19,Home,W 4–2,Brighton,Tottenham,Y,LB,45,0,0,0,0,0,0,0,,0,1,1,0,0,0,4,0,Match Report,Igor
3902,2024-01-30,Tue,Premier League,Matchweek 22,Away,L 0–4,Brighton,Luton Town,Y,CB,90,2,1,2,0,0,2,4,50.0,2,1,1,0,1,3,1,0,Match Report,Igor
3903,2024-02-03,Sat,Premier League,Matchweek 23,Home,W 4–1,Brighton,Crystal Palace,Y,CB,87,4,3,1,3,0,3,3,100.0,0,0,0,0,1,5,2,0,Match Report,Igor
3904,2024-02-18,Sun,Premier League,Matchweek 25,Away,W 5–0,Brighton,Sheffield Utd,N,LB,45,1,0,0,1,0,1,1,100.0,0,1,0,1,1,2,2,0,Match Report,Igor
3905,2023-08-12,Sat,Premier League,Matchweek 1,Away,D 1–1,West Ham,Bournemouth,N,FW,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Match Report,Danny Ings
3906,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Danny Ings
3907,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,N,FW,6,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Match Report,Danny Ings
3908,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,N,FW,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Danny Ings
3909,2023-09-16,Sat,Premier League,Matchweek 5,Home,L 1–3,West Ham,Manchester City,N,FW,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Danny Ings
3910,2023-09-24,Sun,Premier League,Matchweek 6,Away,L 1–3,West Ham,Liverpool,N,AM,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Danny Ings
3911,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–0,West Ham,Sheffield Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Danny Ings
3912,2023-10-08,Sun,Premier League,Matchweek 8,Home,D 2–2,West Ham,Newcastle Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Danny Ings
3913,2023-10-22,Sun,Premier League,Matchweek 9,Away,L 1–4,West Ham,Aston Villa,N,"FW,LW",5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Match Report,Danny Ings
3914,2023-10-29,Sun,Premier League,Matchweek 10,Home,L 0–1,West Ham,Everton,N,LB,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Danny Ings
3915,2023-11-04,Sat,Premier League,Matchweek 11,Away,L 2–3,West Ham,Brentford,N,FW,27,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Match Report,Danny Ings
3916,2023-11-12,Sun,Premier League,Matchweek 12,Home,W 3–2,West Ham,Nott'ham Forest,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Danny Ings
3917,2023-11-25,Sat,Premier League,Matchweek 13,Away,W 2–1,West Ham,Burnley,Y,FW,61,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Match Report,Danny Ings
3918,2023-12-03,Sun,Premier League,Matchweek 14,Home,D 1–1,West Ham,Crystal Palace,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Danny Ings
3919,2023-12-07,Thu,Premier League,Matchweek 15,Away,W 2–1,West Ham,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Danny Ings
3920,2023-12-10,Sun,Premier League,Matchweek 16,Away,L 0–5,West Ham,Fulham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Danny Ings
3921,2023-12-17,Sun,Premier League,Matchweek 17,Home,W 3–0,West Ham,Wolves,N,"RW,FW",5,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Match Report,Danny Ings
3922,2023-12-23,Sat,Premier League,Matchweek 18,Home,W 2–0,West Ham,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Danny Ings
3923,2023-12-28,Thu,Premier League,Matchweek 19,Away,W 2–0,West Ham,Arsenal,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Danny Ings
3924,2024-01-02,Tue,Premier League,Matchweek 20,Home,D 0–0,West Ham,Brighton,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Danny Ings
3925,2024-01-21,Sun,Premier League,Matchweek 21,Away,D 2–2,West Ham,Sheffield Utd,Y,FW,89,3,1,0,3,0,2,6,33.3,4,1,0,1,1,4,1,0,Match Report,Danny Ings
3926,2024-02-01,Thu,Premier League,Matchweek 22,Home,D 1–1,West Ham,Bournemouth,N,FW,23,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Match Report,Danny Ings
3927,2024-02-04,Sun,Premier League,Matchweek 23,Away,L 0–3,West Ham,Manchester Utd,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Danny Ings
3928,2024-02-11,Sun,Premier League,Matchweek 24,Home,L 0–6,West Ham,Arsenal,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Danny Ings
